 0.001000	 0	 6.815300	 6.273100	 2.557500	 2.406700	 4.131100	 4.410700	 3.189600
 0.001000	 0.000133	 6.764026	 6.250681	 2.534991	 2.388294	 4.148415	 4.484002	 3.202007
 0.001000	 0.000265	 6.715707	 6.229672	 2.513695	 2.370996	 4.164479	 4.555555	 3.213866
 0.001000	 0.000398	 6.670742	 6.210270	 2.493781	 2.354959	 4.179124	 4.625072	 3.225106
 0.001000	 0.000531	 6.629464	 6.192637	 2.475393	 2.340309	 4.192214	 4.692275	 3.235663
 0.001000	 0.000663	 6.592074	 6.176869	 2.458622	 2.327120	 4.203671	 4.756934	 3.245496
 0.001000	 0.000796	 6.558630	 6.162991	 2.443497	 2.315412	 4.213485	 4.818880	 3.254588
 0.001000	 0.000928	 6.529029	 6.150948	 2.429982	 2.305146	 4.221711	 4.878033	 3.262947
 0.001000	 0.001061	 6.503047	 6.140627	 2.417990	 2.296233	 4.228460	 4.934374	 3.270606
 0.001000	 0.001194	 6.480372	 6.131868	 2.407397	 2.288554	 4.233880	 4.987949	 3.277612
 0.001000	 0.001326	 6.460646	 6.124492	 2.398057	 2.281970	 4.238136	 5.038850	 3.284020
 0.001000	 0.001592	 6.428577	 6.113162	 2.382542	 2.271528	 4.243819	 5.133159	 3.295285
 0.001000	 0.001857	 6.404180	 6.105316	 2.370352	 2.263890	 4.246696	 5.218410	 3.304846
 0.001000	 0.002122	 6.385357	 6.099925	 2.360619	 2.258260	 4.247678	 5.295722	 3.313070
 0.001000	 0.002387	 6.370582	 6.096250	 2.352704	 2.254060	 4.247413	 5.366078	 3.320236
 0.001000	 0.002653	 6.358776	 6.093776	 2.346151	 2.250888	 4.246339	 5.430333	 3.326553
 0.001000	 0.002918	 6.349183	 6.092150	 2.340637	 2.248462	 4.244751	 5.489207	 3.332176
 0.001000	 0.003183	 6.341266	 6.091126	 2.335929	 2.246585	 4.242848	 5.543317	 3.337223
 0.001000	 0.003449	 6.334640	 6.090534	 2.331860	 2.245120	 4.240763	 5.593191	 3.341784
 0.001000	 0.003979	 6.324218	 6.090197	 2.325165	 2.243050	 4.236375	 5.681976	 3.349720
