0.00100009	0	6.32736	6.04828	2.35168	2.25145	4.34259	3.91486	3.18716
0.00100009	0.00013264	6.32419	6.05619	2.3336	2.22951	4.28894	4.42313	3.19616
0.00100009	0.00026527	6.30533	6.06752	2.34014	2.22111	4.25236	4.85866	3.20094
0.00100009	0.00039791	6.30286	6.07563	2.3328	2.23604	4.26481	5.28668	3.16974
0.00100009	0.00053055	6.28009	6.07612	2.29603	2.2311	4.21606	5.63037	3.17819
0.00100009	0.00066319	6.27749	6.08457	2.27672	2.22275	4.22038	5.96997	3.19151
0.00100009	0.00079582	6.27609	6.09895	2.29674	2.23941	4.20728	6.19893	3.18305
0.00100009	0.00092846	6.26957	6.10968	2.29064	2.24886	4.17455	6.40732	3.17795
0.00100009	0.0010611	6.28674	6.11802	2.2927	2.241	4.15593	6.51463	3.18612
0.00100009	0.00119374	6.27083	6.11392	2.27629	2.25124	4.16811	6.5872	3.19068
0.00100009	0.00132637	6.25091	6.0971	2.2641	2.24813	4.16362	6.65461	3.18732
0.00100009	0.00159165	6.26085	6.11593	2.28216	2.24142	4.15827	6.65718	3.18537
0.00100009	0.00185692	6.27178	6.12707	2.26347	2.23963	4.16993	6.69132	3.17935
0.00100009	0.0021222	6.2687	6.12302	2.27861	2.23209	4.15579	6.71265	3.18001
0.00100009	0.00238747	6.25325	6.13704	2.27609	2.25834	4.16702	6.70516	3.16993
0.00100009	0.00265275	6.25808	6.11373	2.2813	2.23826	4.1418	6.70257	3.18259
0.00100009	0.00291802	6.25842	6.11515	2.27786	2.24501	4.16339	6.68862	3.1827
0.00100009	0.00318329	6.26665	6.11043	2.2846	2.2568	4.14727	6.70112	3.17325
0.00100009	0.00344857	6.24913	6.12903	2.25957	2.23468	4.14389	6.71995	3.17069
0.00100009	0.00397912	6.27338	6.10972	2.25005	2.23457	4.16774	6.71513	3.18134
