 0.001000	 0	 6.817451	 6.272482	 2.558478	 2.406267	 4.131795	 4.412372	 3.190162
 0.001000	 0.000133	 6.762893	 6.250156	 2.535056	 2.388481	 4.147580	 4.484065	 3.202038
 0.001000	 0.000265	 6.716017	 6.230323	 2.513098	 2.371483	 4.165769	 4.554807	 3.214552
 0.001000	 0.000398	 6.672331	 6.211253	 2.492206	 2.354083	 4.178738	 4.624466	 3.224768
 0.001000	 0.000531	 6.629186	 6.192356	 2.474885	 2.341464	 4.191385	 4.692182	 3.235116
 0.001000	 0.000663	 6.593218	 6.177554	 2.457772	 2.326932	 4.202878	 4.758028	 3.243395
 0.001000	 0.000796	 6.557790	 6.162445	 2.443899	 2.313646	 4.211749	 4.817711	 3.255867
 0.001000	 0.000928	 6.528172	 6.151860	 2.429721	 2.305467	 4.222325	 4.876485	 3.262758
 0.001000	 0.001061	 6.503915	 6.140791	 2.417478	 2.298250	 4.228211	 4.933931	 3.270545
 0.001000	 0.001194	 6.480497	 6.132166	 2.408458	 2.286997	 4.233700	 4.987863	 3.278255
 0.001000	 0.001326	 6.459770	 6.125244	 2.398765	 2.281543	 4.235852	 5.037636	 3.284183
 0.001000	 0.001592	 6.428285	 6.114117	 2.381483	 2.271518	 4.242279	 5.134255	 3.295509
 0.001000	 0.001857	 6.405040	 6.104485	 2.370840	 2.264213	 4.247347	 5.218332	 3.306652
 0.001000	 0.002122	 6.385808	 6.100507	 2.361632	 2.257533	 4.247290	 5.298186	 3.314255
 0.001000	 0.002387	 6.372335	 6.096777	 2.352155	 2.253572	 4.246231	 5.365150	 3.320495
 0.001000	 0.002653	 6.358908	 6.093591	 2.345003	 2.252554	 4.244831	 5.428954	 3.327044
 0.001000	 0.002918	 6.350178	 6.092676	 2.340244	 2.248014	 4.244649	 5.488104	 3.331674
 0.001000	 0.003183	 6.340761	 6.091107	 2.336091	 2.247247	 4.241908	 5.544137	 3.338392
 0.001000	 0.003449	 6.335763	 6.090180	 2.330063	 2.245631	 4.240811	 5.592764	 3.341094
 0.001000	 0.003979	 6.323399	 6.091697	 2.326272	 2.243197	 4.238679	 5.679827	 3.348784
